ID,Length_overall,Length_ave,Price_ave,Price_overall,Category,Review,Review_ave,Completion,Minutes_listened,Support_requests,Interaction_Freq,Repurchase
2928.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.22,475.2,0,7.0,1
3481.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.22,475.2,0,6.0,1
4167.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.22,356.4,0,287.0,1
2548.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.21,340.2,0,249.0,1
2705.0,1188.0,1188.0,5.33,5.33,Romantic,1,8.0,0.21,249.48,0,133.0,1
2878.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.21,340.2,0,106.0,1
3940.0,1188.0,1188.0,5.33,5.33,Romantic,0,8.91,0.21,249.48,0,2.0,1
4030.0,648.0,648.0,5.33,5.33,Romantic,0,8.91,0.21,136.08,0,61.0,1
2191.0,1080.0,1080.0,5.33,5.33,Romantic,0,8.91,0.2,216.0,0,20.0,1
2331.0,1188.0,1188.0,5.33,5.33,Romantic,1,10.0,0.2,237.6,0,22.0,1
2723.0,1620.0,1620.0,5.33,5.33,Romantic,1,6.0,0.2,324.0,0,23.0,1
3237.0,1188.0,1188.0,5.33,5.33,Romantic,1,10.0,0.2,237.6,0,161.0,1
3337.0,1188.0,1188.0,5.33,5.33,Romantic,0,8.91,0.2,237.6,0,4.0,1
3624.0,2160.0,2160.0,5.33,5.33,Romantic,1,10.0,0.2,432.0,0,163.0,1
3646.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.2,432.0,0,0.0,1
4140.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.2,324.0,0,26.0,1
1846.0,1620.0,1620.0,5.33,5.33,Romantic,1,8.0,0.19,307.8,0,9.0,1
2451.0,2160.0,2160.0,5.33,5.33,Romantic,1,10.0,0.19,410.4,0,114.0,1
2605.0,648.0,648.0,5.33,5.33,Romantic,1,10.0,0.19,123.12,0,61.0,1
2718.0,2160.0,2160.0,5.33,5.33,Romantic,1,10.0,0.19,410.4,0,177.0,1
3903.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.19,307.8,0,1.0,1
4163.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.19,410.4,0,141.0,1
3039.0,324.0,324.0,5.33,5.33,Romantic,0,8.91,0.18,58.32,0,28.0,1
3311.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.18,388.8,0,201.0,1
3465.0,756.0,756.0,5.33,5.33,Romantic,0,8.91,0.18,136.08,0,8.0,1
3528.0,2160.0,2160.0,5.33,5.33,Romantic,1,5.0,0.18,388.8,0,69.0,1
3612.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.18,388.8,0,243.0,1
3675.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.18,291.6,1,215.0,1
1865.0,1620.0,1620.0,5.33,5.33,Romantic,1,10.0,0.17,275.4,0,256.0,1
2108.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.17,367.2,0,65.0,1
2304.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.17,275.4,0,12.0,1
2530.0,1188.0,1188.0,5.33,5.33,Romantic,0,8.91,0.17,201.96,0,209.0,1
3809.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.17,367.2,0,194.0,1
3962.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.17,275.4,0,90.0,1
2137.0,1188.0,1188.0,5.33,5.33,Romantic,1,10.0,0.16,190.08,0,33.0,1
2782.0,1188.0,1188.0,5.33,5.33,Romantic,0,8.91,0.16,190.08,0,56.0,1
3184.0,1080.0,1080.0,5.33,5.33,Romantic,0,8.91,0.16,172.8,0,4.0,1
3283.0,1080.0,1080.0,5.33,5.33,Romantic,1,5.0,0.16,172.8,0,144.0,1
4155.0,648.0,648.0,5.33,5.33,Romantic,0,8.91,0.16,103.68,0,8.0,1
4321.0,648.0,648.0,5.33,5.33,Romantic,0,8.91,0.16,103.68,0,24.0,1
4337.0,1188.0,1188.0,5.33,5.33,Romantic,0,8.91,0.16,190.08,0,265.0,1
4361.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.16,345.6,0,130.0,1
2008.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.15,243.0,0,2.0,1
2754.0,1188.0,1188.0,5.33,5.33,Romantic,1,8.0,0.15,178.2,0,245.0,1
3128.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.15,243.0,0,3.0,1
3375.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.15,324.0,0,0.0,1
3721.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.15,324.0,0,149.0,1
3919.0,2160.0,2160.0,5.33,5.33,Romantic,1,10.0,0.15,324.0,0,14.0,1
4006.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.15,324.0,0,138.0,1
4252.0,1188.0,1188.0,5.33,5.33,Romantic,0,8.91,0.15,178.2,0,3.0,1
2119.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.14,226.8,0,3.0,1
4035.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.14,226.8,0,48.0,1
4365.0,1620.0,1620.0,5.33,5.33,Romantic,1,9.0,0.14,226.8,0,12.0,1
3831.0,1188.0,1188.0,5.33,5.33,Romantic,0,8.91,0.13,154.44,0,32.0,1
4179.0,2160.0,2160.0,5.33,5.33,Romantic,1,10.0,0.13,280.8,0,93.0,1
4210.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.13,280.8,0,37.0,1
2197.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.12,194.4,0,72.0,1
2533.0,1188.0,1188.0,5.33,5.33,Romantic,0,8.91,0.12,142.56,0,124.0,1
2781.0,1188.0,1188.0,5.33,5.33,Romantic,0,8.91,0.12,142.56,0,142.0,1
2927.0,1188.0,1188.0,5.33,5.33,Romantic,0,8.91,0.12,142.56,0,0.0,1
3582.0,648.0,648.0,5.33,5.33,Romantic,0,8.91,0.12,77.76,0,80.0,1
3611.0,1188.0,1188.0,5.33,5.33,Romantic,0,8.91,0.12,142.56,0,165.0,1
3649.0,1188.0,1188.0,5.33,5.33,Romantic,0,8.91,0.12,142.56,0,33.0,1
3659.0,1080.0,1080.0,5.33,5.33,Romantic,0,8.91,0.12,129.6,0,103.0,1
4247.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.12,194.4,0,59.0,1
3784.0,2160.0,2160.0,5.33,5.33,Romantic,1,10.0,0.11,237.6,0,29.0,1
4470.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.11,237.6,0,27.0,1
1875.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.1,162.0,0,282.0,1
2065.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.1,162.0,0,0.0,1
2131.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.1,216.0,0,194.0,1
2450.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.1,216.0,0,8.0,1
3497.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.1,216.0,0,287.0,1
3838.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.1,162.0,0,131.0,1
2227.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.09,145.8,0,178.0,1
2245.0,648.0,648.0,5.33,5.33,Romantic,0,8.91,0.09,58.32,0,167.0,1
2883.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.09,194.4,0,109.0,1
3244.0,1188.0,1188.0,5.33,5.33,Romantic,0,8.91,0.09,106.92,0,19.0,1
3464.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.09,145.8,0,20.0,1
3482.0,1620.0,1620.0,5.33,5.33,Romantic,1,7.0,0.09,145.8,0,0.0,1
3825.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.09,194.4,0,22.0,1
1956.0,1188.0,1188.0,5.33,5.33,Romantic,0,8.91,0.08,95.04,0,220.0,1
2156.0,1188.0,1188.0,5.33,5.33,Romantic,0,8.91,0.08,95.04,0,5.0,1
2506.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.08,129.6,0,66.0,1
2710.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.08,129.6,0,11.0,1
3213.0,1620.0,1620.0,5.33,5.33,Romantic,0,8.91,0.08,129.6,0,5.0,1
3643.0,2160.0,2160.0,5.33,5.33,Romantic,0,8.91,0.08,172.8,0,5.0,1
3658.0,1620.0,1620.0,5.33,5.33,Romantic,1,9.0,0.08,129.6,0,156.0,1
